[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0]
[0.0, 0.145],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0]
[0.0, 0.1432],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0177],[0.0, 0.0223],[0.0, 0.0414],[0.0, 0.0559]
[0.0, 0.1227],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0025],[0.0, 0.0298],[0.0, 0.0591],[0.0, 0.0764],[0.0, 0.1005],[0.0, 0.1203]
[0.0, 0.1333],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0234],[0.0, 0.0432],[0.0, 0.063],[0.0, 0.0853],[0.0, 0.1019],[0.0, 0.1337],[0.0, 0.1676]
[0.0, 0.1676],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0068],[0.0, 0.0138],[0.0, 0.0326],[0.0, 0.0467],[0.0, 0.0626],[0.0, 0.1029],[0.0, 0.1189],[0.0, 0.1394],[0.0, 0.1588]
[0.0, 0.2352],[0.0, 0.0442],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0372],[0.0, 0.0435],[0.0, 0.0283],[0.0, 0.052],[0.0, 0.0838],[0.0, 0.1401],[0.0, 0.1164],[0.0, 0.1178],[0.0, 0.1284]
[0.0, 0.2575],[0.0, 0.0637],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0276],[0.0, 0.0732],[0.0, 0.0934],[0.0, 0.0796],[0.0, 0.0888],[0.0, 0.1174],[0.0, 0.1896],[0.0, 0.1613],[0.0, 0.1503],[0.0, 0.1553]
[0.0, 0.3066],[0.0, 0.093],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0266],[0.0, 0.0011],[0.0, 0.0],[0.0, 0.0336],[0.0, 0.086],[0.0, 0.1015],[0.0, 0.081],[0.0, 0.0973],[0.0, 0.1302],[0.0, 0.2044],[0.0, 0.1673],[0.0, 0.157],[0.0, 0.1623]
[0.0, 0.2995],[0.0, 0.0973],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0435],[0.0, 0.0785],[0.0, 0.075],[0.0, 0.0916],[0.0, 0.1146],[0.0, 0.1592],[0.0, 0.1839],[0.0, 0.1892],[0.0, 0.191],[0.0, 0.2122],[0.0, 0.284],[0.0, 0.2797],[0.0, 0.2681],[0.0, 0.2765]
[0.0, 0.3522],[0.0, 0.1613],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0],[0.0, 0.023],[0.0, 0.0626],[0.0, 0.0877],[0.0, 0.1305],[0.0, 0.1708],[0.0, 0.1687],[0.0, 0.1818],[0.0, 0.2016],[0.0, 0.2207],[0.0, 0.2794],[0.0, 0.278],[0.0, 0.278],[0.0, 0.2818]
[0.0, 0.3568],[0.0, 0.1726],[0.0, 0.0043],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0538],[0.0, 0.0881],[0.0, 0.1288],[0.0, 0.1613],[0.0, 0.163],[0.0, 0.2009],[0.0, 0.2122],[0.0, 0.2313],[0.0, 0.2748],[0.0, 0.2967],[0.0, 0.291],[0.0, 0.2935],[0.0, 0.3748],[0.0, 0.3971],[0.0, 0.389],[0.0, 0.3907]
[0.0, 0.4332],[0.0, 0.2387],[0.0, 0.0549],[0.0, 0.0],[0.0, 0.0],[0.0, 0.0665],[0.0047, 0.1369],[0.0261, 0.1927],[0.0, 0.2108],[0.0, 0.1733],[0.0499, 0.244],[0.0129, 0.2592],[0.0, 0.2479],[0.0, 0.2815],[0.0229, 0.3366],[0.0, 0.3345],[0.0, 0.319],[0.0, 0.3844],[0.0, 0.4219],[0.0, 0.4105],[0.0, 0.3996]
[0.0, 0.4579],[0.0, 0.2702],[0.0, 0.0983],[0.0, 0.0],[0.021, 0.0],[0.0, 0.1457],[0.1254, 0.2239],[0.1379, 0.2514],[0.0983, 0.2567],[0.0, 0.2649],[0.1505, 0.3434],[0.1367, 0.3444],[0.0782, 0.3441],[0.0, 0.3823],[0.0946, 0.4533],[0.1065, 0.4434],[0.0933, 0.4339],[0.0, 0.4844],[0.0, 0.6032],[0.0455, 0.6443],[0.0833, 0.6771]
[0.0, 0.4547],[0.0, 0.2734],[0.0, 0.1089],[0.0789, 0.0],[0.1417, 0.0],[0.0, 0.1793],[0.2555, 0.2705],[0.2417, 0.2808],[0.1845, 0.2723],[0.0, 0.3094],[0.2549, 0.3922],[0.2354, 0.3766],[0.1794, 0.3639],[0.0, 0.4286],[0.1845, 0.4958],[0.2077, 0.4728],[0.2052, 0.4537],[0.0, 0.5244],[0.0694, 0.6301],[0.1373, 0.6789],[0.1857, 0.7224]
[0.0, 0.459],[0.0, 0.2882],[0.0883, 0.1358],[0.1907, 0.0241],[0.2593, 0.0],[0.1185, 0.2521],[0.3617, 0.3303],[0.3649, 0.3207],[0.3234, 0.3045],[0.0921, 0.3847],[0.3504, 0.453],[0.3441, 0.4183],[0.2913, 0.3989],[0.065, 0.4968],[0.2857, 0.5569],[0.3221, 0.5318],[0.3221, 0.5173],[0.0317, 0.5781],[0.1907, 0.6542],[0.2561, 0.6803],[0.2963, 0.7079]
[0.0, 0.4731],[0.0235, 0.3048],[0.1832, 0.1669],[0.2963, 0.0591],[0.3686, 0.0],[0.2184, 0.2741],[0.4705, 0.378],[0.4277, 0.3533],[0.3397, 0.3154],[0.1788, 0.4127],[0.4522, 0.5078],[0.4202, 0.4604],[0.3322, 0.43],[0.143, 0.5311],[0.3931, 0.6078],[0.3737, 0.5732],[0.3077, 0.5509],[0.1053, 0.6213],[0.2831, 0.7164],[0.3561, 0.7553],[0.4001, 0.7899]
[0.0, 0.4968],[0.0895, 0.3264],[0.253, 0.1896],[0.3768, 0.0792],[0.451, 0.0],[0.3001, 0.2956],[0.5465, 0.3925],[0.5346, 0.3858],[0.4654, 0.3554],[0.2699, 0.4289],[0.5352, 0.5322],[0.5233, 0.4933],[0.4529, 0.4516],[0.236, 0.5445],[0.4811, 0.6379],[0.4899, 0.6004],[0.4503, 0.5605],[0.1958, 0.6351],[0.3649, 0.7641],[0.4635, 0.8249],[0.5434, 0.8698]
[0.0713, 0.5212],[0.1706, 0.3412],[0.3259, 0.208],[0.4604, 0.1012],[0.5377, 0.0],[0.3913, 0.3328],[0.6226, 0.4194],[0.5937, 0.4077],[0.5251, 0.378],[0.373, 0.471],[0.6163, 0.553],[0.5924, 0.5141],[0.5264, 0.4798],[0.341, 0.5852],[0.5666, 0.6584],[0.5446, 0.6174],[0.4881, 0.5799],[0.2945, 0.674],[0.4359, 0.7974],[0.5245, 0.8564],[0.6043, 0.9041]
[0.1493, 0.5481],[0.2511, 0.366],[0.412, 0.2401],[0.549, 0.1411],[0.6314, 0.04],[0.483, 0.377],[0.7118, 0.4668],[0.6817, 0.46],[0.615, 0.4349],[0.4654, 0.5184],[0.6949, 0.6025],[0.681, 0.576],[0.6238, 0.5463],[0.4353, 0.6351],[0.6483, 0.709],[0.6458, 0.6831],[0.6069, 0.6531],[0.3925, 0.7242],[0.5314, 0.8469],[0.6144, 0.9147],[0.6873, 0.9667]
[0.1832, 0.5859],[0.2901, 0.407],[0.4604, 0.2758],[0.6056, 0.1765],[0.7005, 0.0768],[0.5603, 0.4166],[0.7935, 0.5071],[0.7269, 0.5014],[0.649, 0.4707],[0.539, 0.547],[0.7715, 0.6326],[0.715, 0.6075],[0.6408, 0.5739],[0.5013, 0.6588],[0.7213, 0.7383],[0.6741, 0.7072],[0.6069, 0.6679],[0.4516, 0.7475],[0.5937, 0.8734],[0.6741, 0.9483],[0.7533, 1.0]
[0.2404, 0.5972],[0.3579, 0.4201],[0.5327, 0.3073],[0.6798, 0.2196],[0.7709, 0.1227],[0.6238, 0.4611],[0.8495, 0.5474],[0.7967, 0.5336],[0.725, 0.5032],[0.5955, 0.5919],[0.8231, 0.6793],[0.7973, 0.652],[0.7401, 0.6184],[0.5522, 0.7001],[0.764, 0.7843],[0.7533, 0.7588],[0.7112, 0.7242],[0.4975, 0.7814],[0.6383, 0.9055],[0.7194, 0.9748],[0.7923, 1.0]
[0.2888, 0.6418],[0.3869, 0.4247],[0.5761, 0.3236],[0.7615, 0.2712],[0.8727, 0.1853],[0.7137, 0.5053],[0.9413, 0.5958],[0.8985, 0.5877],[0.8287, 0.564],[0.6955, 0.645],[0.9224, 0.7323],[0.9061, 0.7111],[0.8495, 0.6846],[0.6553, 0.7563],[0.8589, 0.8359],[0.8702, 0.815],[0.8482, 0.7892],[0.6006, 0.8401],[0.7326, 0.9717],[0.8181, 1.0],[0.8973, 1.0]
[0.385, 0.6846],[0.5176, 0.4986],[0.7106, 0.4081],[0.8815, 0.3388],[0.9947, 0.256],[0.8243, 0.5739],[1.0, 0.6711],[0.9777, 0.6549],[0.901, 0.6223],[0.7904, 0.7026],[1.0, 0.7974],[0.9727, 0.7708],[0.9061, 0.7457],[0.742, 0.8115],[0.9457, 0.9013],[0.9186, 0.8677],[0.8627, 0.8334],[0.6823, 0.8939],[0.8225, 1.0],[0.9079, 1.0],[0.9834, 1.0]
[0.4629, 0.7256],[0.593, 0.5612],[0.7778, 0.4625],[0.9413, 0.3883],[1.0, 0.3031],[0.8822, 0.6259],[1.0, 0.7263],[1.0, 0.721],[0.9513, 0.6888],[0.852, 0.7503],[1.0, 0.8483],[1.0, 0.8281],[0.9274, 0.7974],[0.8036, 0.8596],[0.9934, 0.9547],[0.9507, 0.9282],[0.8859, 0.8907],[0.7401, 0.9455],[0.8702, 1.0],[0.9488, 1.0],[1.0, 1.0]
[0.4906, 0.792],[0.6364, 0.6188],[0.8363, 0.5219],[1.0, 0.4533],[1.0, 0.3678],[0.9381, 0.6839],[1.0, 0.7892],[1.0, 0.7779],[0.989, 0.7383],[0.9048, 0.808],[1.0, 0.9045],[1.0, 0.8808],[0.9626, 0.8486],[0.8545, 0.9172],[1.0, 1.0],[1.0, 0.9805],[0.9413, 0.9406],[0.7904, 1.0],[0.9174, 1.0],[0.9878, 1.0],[1.0, 1.0]
[0.5484, 0.8281],[0.6898, 0.6672],[0.8771, 0.5612],[1.0, 0.4883],[1.0, 0.4144],[0.9897, 0.739],[1.0, 0.8578],[1.0, 0.8391],[1.0, 0.7913],[0.9513, 0.8663],[1.0, 0.9738],[1.0, 0.9434],[0.9997, 0.9048],[0.896, 0.9738],[1.0, 1.0],[1.0, 1.0],[0.9626, 0.9971],[0.8256, 1.0],[0.9469, 1.0],[1.0, 1.0],[1.0, 1.0]
[0.5421, 0.8479],[0.6961, 0.6817],[0.9004, 0.5884],[1.0, 0.5255],[1.0, 0.441],[1.0, 0.7648],[1.0, 0.8875],[1.0, 0.8677],[1.0, 0.8246],[0.9563, 0.8857],[1.0, 0.9978],[1.0, 0.9657],[1.0, 0.9303],[0.8973, 0.9886],[1.0, 1.0],[1.0, 1.0],[0.9796, 1.0],[0.8281, 1.0],[0.9538, 1.0],[1.0, 1.0],[1.0, 1.0]
[0.5735, 0.8589],[0.7238, 0.7008],[0.913, 0.6082],[1.0, 0.5456],[1.0, 0.4731],[1.0, 0.7889],[1.0, 0.9123],[1.0, 0.8896],[1.0, 0.8444],[0.9777, 0.9169],[1.0, 1.0],[1.0, 0.9816],[1.0, 0.9451],[0.9218, 1.0],[1.0, 1.0],[1.0, 1.0],[1.0, 1.0],[0.8539, 1.0],[0.9677, 1.0],[1.0, 1.0],[1.0, 1.0]
[0.5754, 0.8702],[0.7307, 0.716],[0.9293, 0.6223],[1.0, 0.5587],[1.0, 0.4894],[1.0, 0.792],[1.0, 0.9179],[1.0, 0.9048],[1.0, 0.861],[0.9853, 0.9176],[1.0, 1.0],[1.0, 1.0],[1.0, 0.9706],[0.9312, 1.0],[1.0, 1.0],[1.0, 1.0],[1.0, 1.0],[0.8658, 1.0],[0.9903, 1.0],[1.0, 1.0],[1.0, 1.0]
[0.5899, 0.873],[0.7458, 0.721],[0.94, 0.6294],[1.0, 0.5654],[1.0, 0.4982],[1.0, 0.7991],[1.0, 0.9282],[1.0, 0.9179],[1.0, 0.872],[1.0, 0.9236],[1.0, 1.0],[1.0, 1.0],[1.0, 0.9717],[0.9413, 1.0],[1.0, 1.0],[1.0, 1.0],[1.0, 1.0],[0.8715, 1.0],[0.9953, 1.0],[1.0, 1.0],[1.0, 1.0]
[0.5924, 0.8744],[0.7502, 0.7227],[0.9387, 0.6291],[1.0, 0.5619],[1.0, 0.4954],[1.0, 0.7995],[1.0, 0.9271],[1.0, 0.9151],[1.0, 0.8684],[1.0, 0.9246],[1.0, 1.0],[1.0, 1.0],[1.0, 0.9731],[0.94, 1.0],[1.0, 1.0],[1.0, 1.0],[1.0, 1.0],[0.8702, 1.0],[0.9991, 1.0],[1.0, 1.0],[1.0, 1.0]
[0.5968, 0.8705],[0.7508, 0.7189],[0.9406, 0.6241],[1.0, 0.558],[1.0, 0.4912],[1.0, 0.7974],[1.0, 0.9225],[1.0, 0.9112],[1.0, 0.8656],[1.0, 0.9215],[1.0, 1.0],[1.0, 1.0],[1.0, 0.972],[0.94, 1.0],[1.0, 1.0],[1.0, 1.0],[1.0, 1.0],[0.8702, 1.0],[1.0, 1.0],[1.0, 1.0],[1.0, 1.0]
[0.5968, 0.8649],[0.7521, 0.7118],[0.9425, 0.6188],[1.0, 0.5555],[1.0, 0.4866],[1.0, 0.7966],[1.0, 0.9208],[1.0, 0.9038],[1.0, 0.8571],[1.0, 0.9186],[1.0, 1.0],[1.0, 1.0],[1.0, 0.966],[0.9444, 1.0],[1.0, 1.0],[1.0, 1.0],[1.0, 1.0],[0.874, 1.0],[1.0, 1.0],[1.0, 1.0],[1.0, 1.0]
[0.5993, 0.8628],[0.7527, 0.7118],[0.9438, 0.6163],[1.0, 0.5527],[1.0, 0.4841],[1.0, 0.7917],[1.0, 0.9186],[1.0, 0.9027],[1.0, 0.8557],[1.0, 0.9154],[1.0, 1.0],[1.0, 1.0],[1.0, 0.9671],[0.9413, 1.0],[1.0, 1.0],[1.0, 1.0],[1.0, 1.0],[0.8721, 1.0],[0.9997, 1.0],[1.0, 1.0],[1.0, 1.0]
[0.5981, 0.8592],[0.7533, 0.7058],[0.945, 0.6139],[1.0, 0.5516],[1.0, 0.482],[1.0, 0.7903],[1.0, 0.9225],[1.0, 0.9063],[1.0, 0.8568],[1.0, 0.9165],[1.0, 1.0],[1.0, 1.0],[1.0, 0.9639],[0.9419, 1.0],[1.0, 1.0],[1.0, 1.0],[1.0, 1.0],[0.8715, 1.0],[0.9966, 1.0],[1.0, 1.0],[1.0, 1.0]
[0.5955, 0.856],[0.7489, 0.7058],[0.9444, 0.6128],[1.0, 0.5509],[1.0, 0.4802],[1.0, 0.7871],[1.0, 0.9218],[1.0, 0.9077],[1.0, 0.8578],[1.0, 0.9112],[1.0, 1.0],[1.0, 1.0],[1.0, 0.9681],[0.9431, 1.0],[1.0, 1.0],[1.0, 1.0],[1.0, 1.0],[0.8727, 1.0],[0.9985, 1.0],[1.0, 1.0],[1.0, 1.0]
[0.5924, 0.8522],[0.7477, 0.7012],[0.94, 0.611],[1.0, 0.5509],[1.0, 0.4809],[1.0, 0.7864],[1.0, 0.919],[1.0, 0.9038],[1.0, 0.8543],[1.0, 0.9101],[1.0, 1.0],[1.0, 1.0],[1.0, 0.9611],[0.9475, 1.0],[1.0, 1.0],[1.0, 1.0],[1.0, 1.0],[0.8746, 1.0],[0.9959, 1.0],[1.0, 1.0],[1.0, 1.0]
[0.5955, 0.8518],[0.7477, 0.7001],[0.9394, 0.6107],[1.0, 0.5509],[1.0, 0.4823],[1.0, 0.7864],[1.0, 0.9204],[1.0, 0.896],[1.0, 0.8447],[1.0, 0.914],[1.0, 1.0],[1.0, 0.9915],[1.0, 0.954],[0.9438, 1.0],[1.0, 1.0],[1.0, 1.0],[1.0, 1.0],[0.8771, 1.0],[0.9997, 1.0],[1.0, 1.0],[1.0, 1.0]
[0.5974, 0.8504],[0.7495, 0.6991],[0.9406, 0.6085],[1.0, 0.5463],[1.0, 0.4756],[1.0, 0.7889],[1.0, 0.9186],[1.0, 0.8981],[1.0, 0.8483],[1.0, 0.914],[1.0, 1.0],[1.0, 0.9961],[1.0, 0.9575],[0.9469, 1.0],[1.0, 1.0],[1.0, 1.0],[1.0, 1.0],[0.8771, 1.0],[0.9991, 1.0],[1.0, 1.0],[1.0, 1.0]
[0.5993, 0.8486],[0.7514, 0.6987],[0.9425, 0.6075],[1.0, 0.5438],[1.0, 0.4707],[1.0, 0.7864],[1.0, 0.9158],[1.0, 0.8953],[1.0, 0.8454],[1.0, 0.9091],[1.0, 1.0],[1.0, 0.9946],[1.0, 0.9554],[0.9482, 1.0],[1.0, 1.0],[1.0, 1.0],[1.0, 1.0],[0.8784, 1.0],[0.9985, 1.0],[1.0, 1.0],[1.0, 1.0]
[0.5949, 0.8479],[0.747, 0.6976],[0.9413, 0.6057],[1.0, 0.5407],[1.0, 0.4646],[1.0, 0.7825],[1.0, 0.9077],[1.0, 0.8903],[1.0, 0.8416],[1.0, 0.9048],[1.0, 1.0],[1.0, 0.9936],[1.0, 0.9554],[0.9488, 1.0],[1.0, 1.0],[1.0, 1.0],[1.0, 1.0],[0.8759, 1.0],[0.9978, 1.0],[1.0, 1.0],[1.0, 1.0]
[0.5937, 0.8426],[0.7458, 0.6955],[0.9394, 0.6015],[1.0, 0.5357],[1.0, 0.4604],[1.0, 0.7758],[1.0, 0.9048],[1.0, 0.89],[1.0, 0.8401],[1.0, 0.8988],[1.0, 1.0],[1.0, 0.9897],[1.0, 0.9494],[0.9507, 1.0],[1.0, 1.0],[1.0, 1.0],[1.0, 1.0],[0.8803, 1.0],[0.9997, 1.0],[1.0, 1.0],[1.0, 1.0]
[0.5987, 0.8401],[0.7508, 0.6916],[0.9438, 0.5979],[1.0, 0.5318],[1.0, 0.4537],[1.0, 0.7751],[1.0, 0.9017],[1.0, 0.8857],[1.0, 0.837],[1.0, 0.8964],[1.0, 1.0],[1.0, 0.9847],[1.0, 0.9451],[0.9475, 0.9982],[1.0, 1.0],[1.0, 1.0],[1.0, 1.0],[0.8778, 1.0],[0.9972, 1.0],[1.0, 1.0],[1.0, 1.0]
[0.5861, 0.8306],[0.7445, 0.6846],[0.9419, 0.594],[1.0, 0.5293],[1.0, 0.4523],[1.0, 0.7715],[1.0, 0.8995],[1.0, 0.8829],[1.0, 0.8359],[1.0, 0.8918],[1.0, 1.0],[1.0, 0.9791],[1.0, 0.9395],[0.9406, 0.9932],[1.0, 1.0],[1.0, 1.0],[1.0, 1.0],[0.8696, 1.0],[0.9928, 1.0],[1.0, 1.0],[1.0, 1.0]
[0.5823, 0.8299],[0.7414, 0.6839],[0.9375, 0.593],[1.0, 0.5269],[1.0, 0.4501],[1.0, 0.7669],[1.0, 0.8964],[1.0, 0.8822],[1.0, 0.8355],[1.0, 0.8875],[1.0, 1.0],[1.0, 0.9794],[1.0, 0.9409],[0.94, 0.9897],[1.0, 1.0],[1.0, 1.0],[1.0, 1.0],[0.8702, 1.0],[0.9953, 1.0],[1.0, 1.0],[1.0, 1.0]
[0.5861, 0.8274],[0.7439, 0.6771],[0.9375, 0.5884],[1.0, 0.5265],[1.0, 0.4551],[1.0, 0.7602],[1.0, 0.8949],[1.0, 0.8797],[1.0, 0.8317],[1.0, 0.8822],[1.0, 1.0],[1.0, 0.9748],[1.0, 0.9338],[0.9413, 0.9851],[1.0, 1.0],[1.0, 1.0],[1.0, 1.0],[0.8709, 1.0],[0.9947, 1.0],[1.0, 1.0],[1.0, 1.0]
[0.5999, 0.8267],[0.7514, 0.6771],[0.9463, 0.5866],[1.0, 0.5248],[1.0, 0.4526],[1.0, 0.7592],[1.0, 0.8949],[1.0, 0.8776],[1.0, 0.8278],[1.0, 0.8822],[1.0, 1.0],[1.0, 0.9734],[1.0, 0.9335],[0.945, 0.9855],[1.0, 1.0],[1.0, 1.0],[1.0, 1.0],[0.8734, 1.0],[0.9978, 1.0],[1.0, 1.0],[1.0, 1.0]
[0.6087, 0.8267],[0.7596, 0.6757],[0.9519, 0.5845],[1.0, 0.5205],[1.0, 0.4473],[1.0, 0.7556],[1.0, 0.8925],[1.0, 0.8741],[1.0, 0.8242],[1.0, 0.8811],[1.0, 1.0],[1.0, 0.972],[1.0, 0.9324],[0.9482, 0.9847],[1.0, 1.0],[1.0, 1.0],[1.0, 1.0],[0.8803, 1.0],[1.0, 1.0],[1.0, 1.0],[1.0, 1.0]
[0.6081, 0.8281],[0.7609, 0.6778],[0.9538, 0.5845],[1.0, 0.5194],[1.0, 0.4455],[1.0, 0.7539],[1.0, 0.8907],[1.0, 0.8716],[1.0, 0.8235],[1.0, 0.8811],[1.0, 0.9982],[1.0, 0.9671],[1.0, 0.9303],[0.9519, 0.9865],[1.0, 1.0],[1.0, 1.0],[1.0, 1.0],[0.8847, 1.0],[1.0, 1.0],[1.0, 1.0],[1.0, 1.0]
